"PTES";"ESP";"METER";"ACCOUNT_NO";"EARLIEST_OCCURRED_TIME";"LATEST_OCCURRED_TIME";"EVENT_NAME";"EVENT_CODE"
Toshkent shahar ETK;Shayxontohur TETK;"121206977727";"0724237";"2024-07-30 20:09:48";"2024-07-31 01:00:20";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205263305";"1466516";"2024-07-30 09:57:46";"2024-07-31 23:29:30";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205263306";"1466505";"2024-07-30 07:43:45";"2024-07-31 22:27:01";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205263476";"1466620";"2024-07-30 04:13:00";"2024-07-31 18:23:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205263545";"1466606";"2024-07-30 00:51:24";"2024-07-31 20:35:30";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205263592";"1466592";"2024-07-30 04:06:25";"2024-07-31 20:35:47";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205070003";"1439537";"2024-07-30 21:57:14";"2024-07-31 06:17:20";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205244829";"1439518";"2024-07-31 11:16:29";"2024-07-31 19:51:10";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205406406";"140160";"2024-07-30 19:28:14";"2024-07-31 20:00:05";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205263578";"1021088";"2024-07-30 02:02:52";"2024-07-30 23:37:39";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205263579";"1021078";"2024-07-28 12:59:08";"2024-07-30 15:18:20";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206532185";"1021058";"2024-07-29 07:59:33";"2024-07-30 11:36:07";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206532305";"1022478";"2024-07-28 14:24:55";"2024-07-31 22:51:01";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206752122";"1021132";"2024-07-30 11:08:20";"2024-07-31 22:35:57";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206802960";"0998837";"2024-07-30 09:08:13";"2024-07-30 09:08:13";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206919740";"0998819";"2024-07-29 11:49:11";"2024-07-29 11:49:11";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205823883";"0268611";"2024-07-30 02:19:16";"2024-07-31 23:29:38";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205263266";"167453";"2024-07-29 08:34:23";"2024-07-29 08:34:23";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205823708";"0748454";"2024-07-29 17:09:16";"2024-07-31 00:12:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206746343";"1022673";"2024-07-29 17:29:09";"2024-07-31 23:12:46";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206749258";"1022668";"2024-07-31 14:18:48";"2024-07-31 15:42:05";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206749260";"1022671";"2024-07-29 01:21:04";"2024-07-31 17:41:30";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206749268";"1022667";"2024-07-29 12:58:42";"2024-07-30 22:02:53";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206749269";"1022672";"2024-07-29 00:48:55";"2024-07-30 14:51:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206885124";"160223";"2024-07-30 08:07:53";"2024-07-31 18:33:12";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205800876";"160186";"2024-07-31 16:48:43";"2024-07-31 16:48:43";Terminal cover opened;"0050"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205355209";"1340284";"2024-07-30 07:58:35";"2024-07-31 20:05:37";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205493977";"1340219";"2024-07-31 01:11:46";"2024-07-31 01:30:11";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205135202";"256855";"2024-07-29 16:51:13";"2024-07-31 20:03:18";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205135203";"1070156";"2024-07-29 21:58:13";"2024-07-30 02:14:40";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205062344";"1070140";"2024-07-29 07:42:12";"2024-07-29 07:42:12";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205076697";"1070232";"2024-07-31 15:51:04";"2024-07-31 15:51:04";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205076754";"1070179";"2024-07-29 00:26:24";"2024-07-31 20:33:23";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205195813";"1070197";"2024-07-28 23:00:56";"2024-07-31 22:13:37";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205195818";"1070170";"2024-07-29 11:26:41";"2024-07-31 22:46:54";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205196127";"1070199";"2024-07-29 01:55:08";"2024-07-31 06:28:42";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205354903";"1420094";"2024-07-30 16:38:42";"2024-07-30 16:38:42";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206546724";"0338556";"2024-07-30 08:14:43";"2024-07-30 08:14:43";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205497132";"142020";"2024-07-31 16:05:24";"2024-07-31 16:05:24";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205077032";"1088389";"2024-07-30 00:13:43";"2024-07-31 17:35:08";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205310856";"0950027";"2024-07-30 01:04:31";"2024-07-30 23:09:20";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205871658";"0950015";"2024-07-30 01:14:06";"2024-07-31 16:00:28";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205798606";"140170";"2024-07-30 15:01:29";"2024-07-31 19:23:45";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205798793";"140170";"2024-07-30 19:25:39";"2024-07-31 22:37:50";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205823922";"163745";"2024-07-31 17:53:12";"2024-07-31 17:53:14";Terminal cover opened;"0050"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205311889";"256721";"2024-07-30 11:15:19";"2024-07-30 16:47:12";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205386186";"140170";"2024-07-29 07:41:39";"2024-07-31 23:37:40";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205761052";"168984";"2024-07-29 09:33:17";"2024-07-31 19:18:38";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205761454";"0812063";"2024-07-31 16:09:18";"2024-07-31 23:25:09";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205798792";"140170";"2024-07-30 14:04:04";"2024-07-30 19:47:18";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121205808330";"140210";"2024-07-30 18:51:38";"2024-07-31 06:08:01";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Mirzo Ulug‘bek TETK;"121206530352";!26269-30352;"2024-07-31 01:22:21";"2024-07-31 17:42:14";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"124200351267";"221923";"2024-08-01 09:24:46";"2024-08-01 09:24:46";Terminal cover opened;"0050"
Toshkent shahar ETK;Uchtepa TETK;"124200562878";-1;"2023-11-21 11:49:05";"2023-11-21 11:55:32";Terminal cover opened;"0050"
Toshkent shahar ETK;Uchtepa TETK;"121206889979";"1225334";"2024-07-31 20:41:30";"2024-07-31 20:41:30";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"121206902444";"1253381";"2024-07-31 02:27:22";"2024-07-31 21:22:01";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"121205126739";"140114";"2024-07-31 20:03:11";"2024-07-31 20:03:11";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Chiroqchi TETK;"121205442245";"0041167";"2024-07-31 17:03:30";"2024-07-31 17:03:30";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Chiroqchi TETK;"121205972926";"0025182";"2024-07-31 21:00:13";"2024-07-31 21:00:13";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Chiroqchi TETK;"121205973696";"0021638";"2024-07-31 08:38:21";"2024-07-31 20:05:50";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Chiroqchi TETK;"121205993581";"0025190";"2024-07-31 16:01:24";"2024-07-31 16:01:24";Current unbalance occurrence;"0030"
Farg‘ona HETK;Bog‘dod TETK;"111200581416";"52400054";"2024-08-01 14:19:10";"2024-08-01 14:19:10";Main cover opened;"0040"
Qashqadaryo HETK;Chiroqchi TETK;"121206303554";"0107194";"2024-08-01 05:23:42";"2024-08-01 05:23:42";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"111210706283";"470108";"2024-07-01 13:26:47";"2024-07-01 13:26:47";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"113210070715";"1031811";"2024-07-16 15:52:16";"2024-07-16 15:52:16";L2 Current without voltage occurrence;"0110"
Toshkent HETK;O‘rtachirchiq TETK;"111210112123";"1031002";"2024-07-20 20:02:25";"2024-07-20 20:02:25";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"111210141135";"1032031";"2024-07-13 09:39:05";"2024-07-13 09:39:05";Terminal cover opened;"0050"
Qashqadaryo HETK;Kitob TETK;"121205657098";"0080028";"2024-07-31 15:40:11";"2024-07-31 17:54:05";Current unbalance occurrence;"0030"
Toshkent HETK;O‘rtachirchiq TETK;"111201049604";"4782167";"2024-07-29 18:19:17";"2024-07-30 09:14:21";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"111210140495";"4683026";"2024-06-27 10:26:50";"2024-06-27 10:26:50";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"113240227683";"2120225";"2024-02-19 08:07:00";"2024-02-19 08:07:00";Terminal cover opened;"0050"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206100959";"0209066";"2024-07-31 12:18:18";"2024-07-31 19:39:10";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206641340";"0210364";"2024-07-30 01:31:03";"2024-07-30 23:16:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206410236";"0102559";"2024-07-31 21:31:01";"2024-07-31 21:31:01";Current unbalance occurrence;"0030"
Toshkent HETK;O‘rtachirchiq TETK;"111210830006";"2797046";"2024-07-01 19:37:21";"2024-07-01 19:37:21";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"111230202592";"2670999";"2023-06-02 15:11:39";"2023-06-16 15:11:39";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"111200167410";"4701038";"2024-07-29 18:58:02";"2024-07-30 10:57:56";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"111210728252";"2123841";"2024-07-26 18:30:19";"2024-07-26 18:30:19";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"111210139274";"2124203";"2024-07-20 15:44:56";"2024-07-20 15:44:56";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"113210080591";"270227";"2024-07-27 21:11:40";"2024-07-27 21:11:40";L2 Current without voltage occurrence;"0110"
Toshkent HETK;O‘rtachirchiq TETK;"111210145405";"0971096";"2024-07-30 07:29:23";"2024-07-30 07:29:23";Terminal cover opened;"0050"
Toshkent HETK;O‘rtachirchiq TETK;"114210146050";"000308325";"2024-07-06 09:04:07";"2024-07-06 09:04:07";L2 Current without voltage occurrence;"0110"
Toshkent HETK;O‘rtachirchiq TETK;"111210838290";"4281119";"2024-06-27 14:04:02";"2024-06-27 14:04:02";Terminal cover opened;"0050"
Qashqadaryo HETK;Koson TETK;"121206916548";"01042316";"2024-07-31 05:51:17";"2024-07-31 19:48:02";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206964221";"01040033";"2024-07-31 17:34:03";"2024-07-31 17:34:03";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"123200482709";"450366";"2024-07-31 00:51:45";"2024-07-31 07:16:47";Terminal cover opened;"0050"
Farg‘ona HETK;Bog‘dod TETK;"111200954133";"00620241";"2024-08-01 14:45:09";"2024-08-01 14:45:09";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206495937";"0353019";"2024-07-31 07:47:35";"2024-07-31 11:00:04";Current unbalance occurrence;"0030"
Farg‘ona HETK;Rishton TETK;"111210370565";"0089052";"2024-08-01 14:45:43";"2024-08-01 14:45:43";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205388049";"00961099";"2024-08-01 01:54:35";"2024-08-01 08:22:21";Terminal cover opened;"0050"
Qashqadaryo HETK;Qarshi TETK;"121205390769";"00960857";"2024-07-31 23:19:21";"2024-07-31 23:19:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205391652";"00960260";"2024-07-31 17:37:53";"2024-07-31 17:37:53";Terminal cover opened;"0050"
Qashqadaryo HETK;Chiroqchi TETK;"121206519725";"0035042";"2024-07-31 07:02:12";"2024-07-31 20:17:20";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206505370";"0850387";"2024-07-30 13:21:04";"2024-07-30 19:06:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205699281";"01011543";"2024-07-31 12:56:11";"2024-07-31 19:34:34";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205782950";"00661945";"2024-07-31 15:37:10";"2024-07-31 15:37:10";Current unbalance occurrence;"0030"
Farg‘ona HETK;Marg‘ilon ShETK;"111210789231";"30025172";"2024-08-01 14:45:09";"2024-08-01 14:45:09";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206484774";"0173240";"2024-07-31 03:33:34";"2024-07-31 20:01:01";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Nishon TETK;"121205742286";"3070744";"2024-07-31 02:24:49";"2024-07-31 02:24:49";Current unbalance occurrence;"0030"
Namangan HETK;Pop TETK;"113210002871";"775185";"2024-08-01 09:37:19";"2024-08-01 11:24:24";L2 Current without voltage occurrence;"0110"
Namangan HETK;Pop TETK;"111200657612";"2218020";"2024-08-01 14:44:14";"2024-08-01 14:44:14";Current unbalance occurrence;"0030"
Namangan HETK;Pop TETK;"111200682664";"2218051";"2024-08-01 14:42:59";"2024-08-01 14:42:59";Current unbalance occurrence;"0030"
Namangan HETK;Pop TETK;"111200895753";"3303013";"2024-08-01 14:42:52";"2024-08-01 14:42:52";Current unbalance occurrence;"0030"
Namangan HETK;Pop TETK;"111210889202";"470207";"2024-08-01 14:45:58";"2024-08-01 14:45:58";Current unbalance occurrence;"0030"
Namangan HETK;Chortoq TETK;"111210869398";TEST!0869398;"2022-12-10 18:44:39";"2024-05-01 21:17:00";Current unbalance occurrence;"0030"
Namangan HETK;Chortoq TETK;"113210022488";"450237";"2024-07-31 22:30:35";"2024-07-31 22:30:35";Terminal cover opened;"0050"
Namangan HETK;Pop TETK;"114210162100";"000295493";"2024-08-01 10:00:31";"2024-08-01 14:32:03";L2 Current without voltage occurrence;"0110"
Namangan HETK;Pop TETK;"111210422389";"3707021";"2024-08-01 14:44:44";"2024-08-01 14:44:44";Current unbalance occurrence;"0030"
Namangan HETK;Pop TETK;"111220065392";"3710007";"2024-08-01 14:42:53";"2024-08-01 14:42:53";Current unbalance occurrence;"0030"
Namangan HETK;Pop TETK;"111201119382";"3345067";"2024-08-01 14:45:53";"2024-08-01 14:45:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205694141";"00920591";"2024-07-31 08:11:12";"2024-07-31 08:40:03";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205748205";"00920671";"2024-07-30 23:47:11";"2024-07-30 23:47:11";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"111230273095";-1;"2024-03-16 18:11:35";"2024-03-22 08:49:07";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121205611744";"0318358";"2024-07-31 20:04:55";"2024-07-31 22:17:03";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121205694006";T00017686;"2024-07-31 03:14:22";"2024-07-31 16:18:57";Current unbalance occurrence;"0030"
Namangan HETK;Uychi TETK;"111210871964";-1;"2024-04-07 13:24:35";"2024-04-07 13:24:35";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"111230270636";"0030108";"2024-07-31 19:57:00";"2024-07-31 19:57:00";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121205987313";"0107885";"2024-07-31 07:02:41";"2024-07-31 23:59:27";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121205987314";"0107891";"2024-07-31 05:28:14";"2024-07-31 23:59:26";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121206129516";"0107956";"2024-07-31 07:53:30";"2024-07-31 19:57:27";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121206141268";"0107690";"2024-07-31 04:03:45";"2024-07-31 22:05:02";Current unbalance occurrence;"0030"
Namangan HETK;Uychi TETK;"111200854259";"3453124";"2024-08-01 14:44:59";"2024-08-01 14:44:59";Current unbalance occurrence;"0030"
Namangan HETK;Uychi TETK;"111210189312";"3389343";"2024-08-01 14:43:42";"2024-08-01 14:43:42";Current unbalance occurrence;"0030"
Namangan HETK;Uychi TETK;"111230275684";"14229!!+!0275684";"2024-08-01 11:05:00";"2024-08-01 14:35:52";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"111230270742";"0301108";"2024-07-31 08:20:20";"2024-07-31 18:17:16";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"111230269884";"0301101";"2024-07-29 19:49:39";"2024-07-29 19:49:39";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"113230206377";-1;"2024-04-24 18:47:05";"2024-04-24 18:47:05";L2 Current without voltage occurrence;"0110"
Qashqadaryo HETK;Shahrisabz ShETK;"121205175848";"0093130";"2024-07-26 01:52:30";"2024-07-31 20:52:59";Current unbalance occurrence;"0030"
Navoiy HETK;Zarafshon ShETK;"113210088028";TEST!0088028;"2023-03-10 12:01:38";"2023-03-10 12:01:38";Terminal cover opened;"0050"
Xorazm HETK;Gurlan TETK;"111200394030";"3206543";"2024-08-01 14:45:38";"2024-08-01 14:45:38";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121205698276";"0188071";"2024-07-30 03:09:12";"2024-07-31 23:30:15";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121206371137";"0188037";"2024-07-31 19:05:57";"2024-07-31 19:05:57";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121206403667";"0186139";"2024-07-31 07:38:24";"2024-07-31 18:13:09";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121207004764";"361061";"2024-07-31 19:52:25";"2024-07-31 19:52:25";Current unbalance occurrence;"0030"
Buxoro HETK;Buxoro ShETK;"021180114820";"0246106";"2024-08-01 14:00:42";"2024-08-01 14:23:29";Current unbalance occurrence;"0030"
Namangan HETK;Uychi TETK;"111240278865";"14229!!720278865";"2024-08-01 12:20:49";"2024-08-01 14:06:23";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"111210867177";TEST!0867177;"2023-01-07 19:18:29";"2023-01-09 15:23:35";Terminal cover opened;"0050"
Namangan HETK;Namangan ShETK (Markaz);"111240289556";"7377092";"2024-07-31 14:09:25";"2024-07-31 14:09:25";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"114210158410";"000270992";"2024-07-30 01:43:30";"2024-07-31 17:46:15";L2 Current without voltage occurrence;"0110"
Qashqadaryo HETK;Qamashi TETK;"121206408504";"1420408";"2024-07-31 01:07:46";"2024-07-31 16:04:10";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206464753";"1420146";"2024-07-31 06:27:06";"2024-07-31 06:45:23";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121206433830";"0226326";"2024-07-29 12:50:30";"2024-07-29 12:50:30";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121206457214";"0226256";"2024-07-24 20:24:28";"2024-07-28 20:26:01";Current unbalance occurrence;"0030"
Surxondaryo HETK;Qiziriq TETK;"121205594141";"0044044";"2024-07-31 08:32:28";"2024-07-31 15:40:40";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205598264";"0190473";"2024-07-30 10:05:28";"2024-07-30 10:05:28";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205634925";"0190641";"2024-07-30 06:16:01";"2024-07-30 11:20:25";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"123200444829";"462024";"2024-07-31 18:08:48";"2024-07-31 18:08:48";Terminal cover opened;"0050"
Qashqadaryo HETK;Muborak TETK;"121205240658";"00130577";"2024-07-04 16:23:53";"2024-07-16 18:01:19";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206281484";"00400206";"2024-07-31 08:38:07";"2024-07-31 22:13:16";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205613745";"0320643";"2024-07-30 17:18:15";"2024-07-31 17:07:30";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205617239";"0320449";"2024-07-30 20:12:40";"2024-07-31 19:36:22";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206179800";"00970262";"2024-07-31 04:17:08";"2024-07-31 16:47:07";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206997920";"00640373";"2024-07-31 12:28:20";"2024-07-31 12:28:20";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205393497";"0790096";"2024-07-30 17:46:00";"2024-07-31 22:23:14";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206976969";"00870704";"2024-07-31 06:51:40";"2024-07-31 08:15:39";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205969095";"0880012";"2024-07-31 04:48:15";"2024-07-31 06:54:44";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205042807";"00660265";"2024-07-31 04:51:28";"2024-07-31 20:25:57";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205046482";"00660490";"2024-07-31 01:00:35";"2024-07-31 18:59:45";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205046561";"00660751";"2024-07-31 16:31:06";"2024-07-31 16:31:06";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205774748";"00690983";"2024-07-31 03:46:53";"2024-07-31 23:55:08";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"123200316631";"401760";"2024-07-29 16:32:10";"2024-07-29 16:32:10";Terminal cover opened;"0050"
Qashqadaryo HETK;Kasbi TETK;"121206911920";"260100";"2024-07-31 00:16:39";"2024-07-31 19:06:28";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205492163";"0711414";"2024-07-30 20:56:05";"2024-07-30 20:56:05";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205616568";"1280265";"2024-07-30 09:46:52";"2024-07-31 19:26:08";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206474220";"0080205";"2024-07-31 08:11:00";"2024-07-31 13:48:07";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205173535";"0400371";"2024-07-31 06:00:41";"2024-07-31 12:35:52";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;EX-3001750;"00940814";"2024-07-30 07:48:28";"2024-07-30 07:48:28";Terminal cover opened;"0050"
Farg‘ona HETK;Buvayda TETK;"114210163558";"000324357";"2024-08-01 14:09:26";"2024-08-01 14:26:43";L2 Current without voltage occurrence;"0110"
Qashqadaryo HETK;Kasbi TETK;"121206629150";"0113991";"2024-07-31 01:02:02";"2024-07-31 22:07:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205486222";"00970383";"2024-07-31 01:00:37";"2024-07-31 16:09:46";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206435833";"00960779";"2024-07-31 08:36:24";"2024-07-31 08:36:24";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206659339";"00962346";"2024-07-31 00:09:54";"2024-07-31 05:17:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206958756";"00962421";"2024-07-30 13:19:34";"2024-07-30 23:27:00";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206764643";"00962293";"2024-08-01 03:40:36";"2024-08-01 11:01:26";Terminal cover opened;"0050"
Qashqadaryo HETK;Qamashi TETK;"121206205318";"0870294";"2024-07-21 19:48:43";"2024-07-21 19:48:43";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121207029693";"10220!!347029693";"2024-07-05 19:34:44";"2024-07-05 19:34:44";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"114210131773";"000282815";"2024-07-27 13:56:27";"2024-07-27 13:56:27";L2 Current without voltage occurrence;"0110"
Qashqadaryo HETK;Qamashi TETK;"121206893589";"10220!!606893589";"2024-07-31 09:57:17";"2024-07-31 23:04:26";Current unbalance occurrence;"0030"
